Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
BBS5	gene	BBS5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603650						1		1.58			ENSG00000163093	ENSG00000163093	HGNC:970													
BBS7	gene	BBS7	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607590						1		1.58			ENSG00000138686	ENSG00000138686	HGNC:18758													
BBS9	gene	BBS9	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607968						1		1.58			ENSG00000122507	ENSG00000122507	HGNC:30000													
BCKDHA	gene	BCKDHA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608348						1		1.58			ENSG00000248098	ENSG00000248098	HGNC:986													
BCKDHB	gene	BCKDHB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					248611						1		1.58			ENSG00000083123	ENSG00000083123	HGNC:987													
BCKDK	gene	BCKDK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614901						1		1.58			ENSG00000103507	ENSG00000103507	HGNC:16902													
BDNF	gene	BDNF	South West GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Central hypoventilation syndrome, congenital, 209880	113505						1		1.58			ENSG00000176697	ENSG00000176697	HGNC:1033													
BOLA3	gene	BOLA3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613183						1		1.58			ENSG00000163170	ENSG00000163170	HGNC:24415													
BTD	gene	BTD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609019						1		1.58			ENSG00000169814	ENSG00000169814	HGNC:1122													
C12orf65	gene	C12orf65	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613541						1		1.58			ENSG00000130921	ENSG00000130921	HGNC:26784													
C1QBP	gene	C1QBP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601269						1		1.58			ENSG00000108561	ENSG00000108561	HGNC:1243													
C21orf2	gene	C21orf2	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603191						1		1.58			ENSG00000160226	ENSG00000160226	HGNC:1260													
C2CD3	gene	C2CD3	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	MIM208500);MIM 613091, 263520), Jeune asphyxiating thoracic dystrophy (JATD;short-rib polydactyly syndromes (SRPS;?Orofaciodigital syndrome XIV, 615948;Orofaciodigital syndromes (OFDS, MIM 311200)	615944			26044959;27094867;24997988			1		1.58			ENSG00000168014	ENSG00000168014	HGNC:24564													
C5orf42	gene	C5orf42	PanelApp;Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 17;Oral-facial-digital syndrome type VI;Joubert syndrome	614571			22425360;22693042;25920555			1		1.58			ENSG00000197603	ENSG00000197603	HGNC:25801													
CA5A	gene	CA5A	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					114761						1		1.58			ENSG00000174990	ENSG00000174990	HGNC:1377													
CAMTA1	gene	CAMTA1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611501						1		1.58			ENSG00000171735	ENSG00000171735	HGNC:18806													
CASK	gene	CASK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300172						1		1.58			ENSG00000147044	ENSG00000147044	HGNC:1497													
CAT	gene	CAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					115500						1		1.58			ENSG00000121691	ENSG00000121691	HGNC:1516													
CBS	gene	CBS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613381						1		1.58			ENSG00000160200	ENSG00000160200	HGNC:1550													
CC2D2A	gene	CC2D2A	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	COACH syndrome;Joubert syndrome with oculorenal defect;Meckel syndrome 6;Meckel syndrome;Joubert syndrome 9	612013						1		1.58			ENSG00000048342	ENSG00000048342	HGNC:29253													
CCDC115	gene	CCDC115	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613734						1		1.58			ENSG00000136710	ENSG00000136710	HGNC:28178													
CENPF	gene	CENPF	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Stromme syndrome, 243605;Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	600236			26820108			1		1.58			ENSG00000117724	ENSG00000117724	HGNC:1857													
CEP104	gene	CEP104	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 25;Joubert syndrome 25, 616781	616690			26477546			1		1.58			ENSG00000116198	ENSG00000116198	HGNC:24866													
CEP120	gene	CEP120	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613446						1		1.58			ENSG00000168944	ENSG00000168944	HGNC:26690													
CEP164	gene	CEP164	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614848						1		1.58			ENSG00000110274	ENSG00000110274	HGNC:29182													
CEP290	gene	CEP290	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	611755;610189;Senior-Loken syndrome;611134;610188;Joubert syndrome 5;Senior-Loken syndrome 6;Meckel syndrome;Meckel syndrome 4;Joubert syndrome with oculorenal defect	610142			18327255;20690115			1		1.58			ENSG00000198707	ENSG00000198707	HGNC:29021													
CEP41	gene	CEP41	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 15	610523			22246503			1		1.58			ENSG00000106477	ENSG00000106477	HGNC:12370													
CEP83	gene	CEP83	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615847						1		1.58			ENSG00000173588	ENSG00000173588	HGNC:17966													
CFAP43	gene	CFAP43	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					617558						1		1.58			ENSG00000197748	ENSG00000197748	HGNC:26684													
CHCHD10	gene	CHCHD10	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615903						1		1.58			ENSG00000250479	ENSG00000250479	HGNC:15559													
CHKB	gene	CHKB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612395						1		1.58			ENSG00000100288	ENSG00000100288	HGNC:1938													
CHMP1A	gene	CHMP1A	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					164010						1		1.58			ENSG00000131165	ENSG00000131165	HGNC:8740													
CHMP2B	gene	CHMP2B	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	familial frontotemporal lobar degeneration (ALS17);Dystonia;Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	609512						1		1.58			ENSG00000083937	ENSG00000083937	HGNC:24537													
CHST14	gene	CHST14	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608429						1		1.58			ENSG00000169105	ENSG00000169105	HGNC:24464													
CHST3	gene	CHST3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603799						1		1.58			ENSG00000122863	ENSG00000122863	HGNC:1971													
CHST6	gene	CHST6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605294						1		1.58			ENSG00000183196	ENSG00000183196	HGNC:6938													
CHSY1	gene	CHSY1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608183						1		1.58			ENSG00000131873	ENSG00000131873	HGNC:17198													
CISD2	gene	CISD2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611507						1		1.58			ENSG00000145354	ENSG00000145354	HGNC:24212													
CLCN2	gene	CLCN2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600570						1		1.58			ENSG00000114859	ENSG00000114859	HGNC:2020													
CLDN16	gene	CLDN16	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603959						1		1.58			ENSG00000113946	ENSG00000113946	HGNC:2037													
CLDN19	gene	CLDN19	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610036						1		1.58			ENSG00000164007	ENSG00000164007	HGNC:2040													
CLN6	gene	CLN6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606725						1		1.58			ENSG00000128973	ENSG00000128973	HGNC:2077													
CLPP	gene	CLPP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601119						1		1.58			ENSG00000125656	ENSG00000125656	HGNC:2084													
CNNM2	gene	CNNM2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607803						1		1.58			ENSG00000148842	ENSG00000148842	HGNC:103													
COA3	gene	COA3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614775						1		1.58			ENSG00000183978	ENSG00000183978	HGNC:24990													
COA6	gene	COA6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614772						1		1.58			ENSG00000168275	ENSG00000168275	HGNC:18025													
COG1	gene	COG1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606973						1		1.58			ENSG00000166685	ENSG00000166685	HGNC:6545													
COG4	gene	COG4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606976						1		1.58			ENSG00000103051	ENSG00000103051	HGNC:18620													
COG5	gene	COG5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606821						1		1.58			ENSG00000164597	ENSG00000164597	HGNC:14857													
COG6	gene	COG6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606977						1		1.58			ENSG00000133103	ENSG00000133103	HGNC:18621													
COG7	gene	COG7	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606978						1		1.58			ENSG00000168434	ENSG00000168434	HGNC:18622													
COG8	gene	COG8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606979						1		1.58			ENSG00000213380	ENSG00000213380	HGNC:18623													
COQ2	gene	COQ2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609825						1		1.58			ENSG00000173085	ENSG00000173085	HGNC:25223													
COQ4	gene	COQ4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612898						1		1.58			ENSG00000167113	ENSG00000167113	HGNC:19693													
COQ6	gene	COQ6	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614647						1		1.58			ENSG00000119723	ENSG00000119723	HGNC:20233													
COQ8A	gene	COQ8A	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606980						1		1.58			ENSG00000163050	ENSG00000163050	HGNC:16812													
COQ8B	gene	COQ8B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615567						1		1.58			ENSG00000123815	ENSG00000123815	HGNC:19041													
COQ9	gene	COQ9	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612837						1		1.58			ENSG00000088682	ENSG00000088682	HGNC:25302													
COX14	gene	COX14	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614478						1		1.58			ENSG00000178449	ENSG00000178449	HGNC:28216													
COX20	gene	COX20	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614698						1		1.58			ENSG00000203667	ENSG00000203667	HGNC:26970													
COX6A1	gene	COX6A1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602072						1		1.58			ENSG00000111775	ENSG00000111775	HGNC:2277													
COX6B1	gene	COX6B1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					124089						1		1.58			ENSG00000126267	ENSG00000126267	HGNC:2280													
COX7B	gene	COX7B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300885						1		1.58			ENSG00000131174	ENSG00000131174	HGNC:2291													
CP	gene	CP	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Cerebellar ataxia 604290;Dystonia;[Hypoceruloplasminemia, hereditary] 604290;Aceruloplasminemia;Hemosiderosis, systemic, due to aceruloplasminemia 604290	117700						1		1.58			ENSG00000047457	ENSG00000047457	HGNC:2295													
